x,y
0.8523193843394965,0.47008740338976146
0.8530777609423997,0.162960629902776
0.6207107193183915,0.04466849003760334
0.884107226419841,0.21063604097274793
0.3734410527477997,0.20068184739909556
0.9002848208742885,0.4674978322741532
0.6590644390976302,0.7636433684391588
0.8751056021727681,0.09456306148175911
0.15462244103202288,0.10897070006288767
0.8714438590500628,0.43391511828087376
0.9253193171248383,0.4532100161740708
0.4644547803339661,0.6206064439056431
0.6132889105238449,0.16559916802799649
0.3746949938963678,0.31426485079245337
0.23501735697433887,0.8100800083797297
0.9044226876720892,0.1506164236083228
0.9666845481351873,0.49218614627595675
0.3803161855312985,0.9333997639886514
0.8637781875562222,0.18869664354801385
0.943829207694145,0.5130720744696275
0.39901008290312173,0.8593376526547158
0.5536172590557559,0.23244023064002273
0.319400493830947,0.06140028530643457
0.24528888066841734,0.8061277686188496
0.3680121883092055,0.2660498423443737
0.19295382462699504,0.8441223158772393
0.6664908469444554,0.6148073902298373
0.8463796431928944,0.07635388861224583
0.3738392889362772,0.6255145674220165
0.814244007093643,0.5336622977217947
0.5565895561449542,0.7492518162942733
0.7198267717710395,0.9553778225076326
0.17499983692020682,0.5372607655745588
0.6478817589885429,0.45339025022630985
0.8042216927965326,0.08695192449620333
0.13410075218144688,0.8777818178808283
0.39924971748546967,0.5845184223691527
0.824972360354609,0.21924391788950548
0.44156999610053727,0.6545833616820965
0.7058130913901022,0.6608365026997354
0.8646705222092108,0.5979488236069648
0.4539277909143018,0.8877094477169455
0.9467227081943578,0.4501031271366806
0.2138248061758463,0.49247963326155386
0.48368994635749923,0.32186518926016355
0.538161598689866,0.9110931658748463
0.17792951905933407,0.6423520327845794
0.3184231088658967,0.27198236254685554
0.8145129184505168,0.5332620226438078
0.7177682465824193,0.9563282212014667
0.6541080795045626,0.38640740659549894
0.5364252819042337,0.9621943591246247
0.07219658425199318,0.2850208301286123
0.25557871635850843,0.42914406819367346
0.6253821065036009,0.1318566575072957
0.14170599984668747,0.1804048083090704
0.08057956594680125,0.8789081410999303
0.6805804449006726,0.6110940165350033
0.6329865235226569,0.18625073946811435
0.443002377221031,0.9039608926842763
0.4181935582673785,0.15568955347382085
0.6151746869554047,0.056641973639742084
0.7923487124959532,0.16507958015725682
0.41545732521780515,0.7557108054836128
0.6152718146240498,0.416718836707201
0.9270297237933192,0.23211726782887784
0.09467609951581137,0.8479572180010664
0.9538557313179297,0.587204456894054
0.6206886507836501,0.9498997438478075
0.4307297942524473,0.7411771014724432
0.4286484874660788,0.7208009388652342
0.14736829870193757,0.2285978232121622
0.11372176948914145,0.19383683095040952
0.12682970464326862,0.8846702607135875
0.2315321418270432,0.17990352769795132
0.3859922808225518,0.40463136429920327
0.879933696339806,0.46865064871181206
0.16090933202438443,0.19452458307449566
0.42684340960171024,0.2847062872531114
0.9637734236031205,0.7515207666042213
0.8915425083620419,0.4961032043785911
0.675670777438632,0.6643692998120445
0.6330225426708875,0.6918571992296078
0.31066446111382506,0.2842268562900481
0.6716500091994569,0.4149484890469635
0.27754926265290475,0.811752981448841
0.8648531178146679,0.5348086342450591
0.7383824998431404,0.10367207028450628
0.49038933485489894,0.9529359395605587
0.4029382568425042,0.8751144937063413
0.8453645275716561,0.7517986824556526
0.5830334602659548,0.955425567008488
0.28473959004531496,0.6312636431290264
0.7085164650939885,0.4950326100524518
0.8653627645883659,0.3959513682965636
0.6886258207066254,0.36960860562607845
0.6980561345151526,0.6634817796249453
0.42043581075920755,0.7362178574320047
0.5659055252306767,0.8824939842909376
0.6894727616923185,0.4304455991368085
0.12222675174171017,0.16995766113652813
0.9021915487907313,0.16501910029105474
0.937684917410971,0.6326844016108895
0.653627752458198,0.713702633664263
0.07827808201636725,0.8067987999895533
0.13818203554475122,0.48644508453167534
0.9456266327347559,0.7671849914800796
0.6678620894219085,0.66246075830294
0.6527427931248916,0.6589897753426804
0.6568513255057754,0.9221650719409633
0.2669876036093086,0.5315040190955027
0.7498481957038381,0.9496482282960835
0.4755343184422176,0.6083009598779594
0.6294364711569886,0.9403639545852667
0.3174507990472701,0.9412827185270598
0.6332113069637767,0.4151667094579261
0.4347559517649925,0.8253853921445279
0.39025387564089736,0.4051649402525249
0.8805938458695569,0.25482162631494976
0.35524477139097943,0.37090082290642684
0.8835059682365899,0.13737213734174122
0.2961196489146569,0.024436702793850257
0.364090738487587,0.1254364765397091
0.41258527163422815,0.6730536412756689
0.9331399057845198,0.7999973543291913
0.3868564161799464,0.2109436557755709
0.8984123041903841,0.49046035902381974
0.4607939034286832,0.6621871409934519
0.6632963227446008,0.21427290999419693
0.4793161706592779,0.25724492000458743
0.6327095944662742,0.7219105249427884
0.9143206247265424,0.22319484202693327
0.5096075462548441,0.8893496774116668
0.8577697781574284,0.9396854879979595
0.40288033901227366,0.24958348947526202
0.8969939960459381,0.12488238430324523
0.15802763237173906,0.5048693180653283
0.6464888996827318,0.15373309583243205
0.8446274302702714,0.5351569147575498
0.6596380097926039,0.7393372092764786
0.4254931611639409,0.4910483760137362
0.41010269340662886,0.35997496240320537
0.6104121000911593,0.7372430051250785
0.1401646255456356,0.7947424677077677
0.20385225378208324,0.785545723403656
0.8579477269947161,0.4915098889366984
0.9242740437158777,0.14979537264974427
0.8801971292085752,0.5217928432068532
0.654926784075784,0.1719264050039289
0.3433663812691125,0.4190180164880837
0.37350943119155516,0.27828822824525584
0.9097151675728268,0.3812252708329038
0.37403231919164187,0.17960979754534986
0.7199188253293425,0.9079236000886126
0.6292182972372149,0.1203997953835749
0.14178755860310974,0.15305334445898028
0.647899989838129,0.40094596302130175
0.6548663682946926,0.44404440626251995
0.6571849554976319,0.955881255247152
0.6405827089783671,0.7405020100311064
0.12833222764937896,0.8610946894384198
0.9376674036952201,0.4169076206970771
0.1889671181249595,0.14163942926745215
0.3681135160778276,0.37001170527410054
0.38267766718062446,0.12569621338778902
0.42607807047063534,0.19581652721462772
0.6497052523589433,0.1936136883959375
0.38400293421635345,0.23870958636397177
0.14545433584384196,0.09648608304600564
0.3492987022224865,0.3225995785706936
0.37387910781277256,0.6750311108278599
0.5789118826609719,0.48085258890915045
0.686885160373959,0.6277140201489738
0.9098512863233073,0.2824778260913618
0.9479694361962678,0.5185322532251277
0.664054908218193,0.7490325319580585
0.6943455642975137,0.40004635827834706
0.8741552491388442,0.04647671586126008
0.11223510248131062,0.5230087293220949
0.8275027410717433,0.13143608388319447
0.3644485318809124,0.920611451792234
0.5473077004951653,0.9183064538448806
0.8474829217873409,0.7841516693629467
0.347510637313258,0.6192577019536671
0.3498345790794599,0.7304263810955441
0.6606676386091961,0.19269470975357592
0.8468042952665706,0.15858523888196313
0.4586171144780044,0.8727992988645874
0.8750274020378493,0.13405562295962792
0.4806176582751573,0.8710480071998706
0.14786801548446313,0.22211023906655183
0.46198321703402395,0.8365672823646398
0.21139265455277656,0.5726264926807563
0.14972187713935153,0.6090641120406749
0.649703769172769,0.14925838233687017
0.2074746384598939,0.9213686417082366
0.9189882876391893,0.5606749713570577
0.11732329602045775,0.4859738659968987
0.744711668528364,0.04846580354712423
0.6957230795485477,0.7700270223130281
0.20919713456433528,0.6442299969175677
0.5800437539155667,0.17221081848746844
0.3922873621139694,0.6312171408645739
0.23955371238060796,0.48800342522769685
0.7150249597089937,0.6818700738163134
0.6599473411419671,0.7791953291804251
0.5715484557574072,0.14193174942389583
0.2942903236795206,0.10266762993691382
0.18658604252694058,0.16903106226284773
0.6810457438141815,0.11313928470153613
0.4987037425150659,0.7210000046165065
0.48135542508676515,0.1693470837237888
0.3940788816456251,0.3372448689028826
0.18243087974841732,0.3854306867099051
0.29682010850426216,0.3271273959182076
0.6167379540572475,0.1639110881076903
0.6080028254289722,0.4609225856579786
0.451485028743901,0.6208430517665369
0.5471257210414034,0.06797482409445343
0.6772253412937155,0.6262643143922378
0.41596361157509765,0.678594697612874
0.6227800933365174,0.42865329777024547
0.8662685566427988,0.8894558886757826
0.6813566134125486,0.17337039955589822
0.7282421375871228,0.3956458252601491
0.6031866536000553,0.7403819100615554
0.8626648057713795,0.22419399210326943
0.5756114741043078,0.22753497768512337
0.6288702505058847,0.3903746552282878
0.29513526508343857,0.6023661083530949
0.89890303299382,0.8570705738165841
0.6613321057610125,0.7166262368166747
0.38457462599374204,0.06954166334765013
0.8500749234363413,0.8655812950075719
0.4527366903678503,0.53747209713034
0.6875505053763299,0.08268838624546686
0.9135809466765354,0.5124235421056202
0.43238435272880094,0.6210094192986662
0.6608387197606891,0.9212856707920738
0.8439517761785473,0.6122946155648153
0.23319573904627958,0.7841724422927977
0.9084043293177677,0.8092126733392354
0.9542919667107367,0.5235068702311613
0.64652619808672,0.7091643782363645
0.16154702045236433,0.1865213795966328
0.9096888771219745,0.5507499097957257
0.27455427820038547,0.8267154152767233
0.13750178873282806,0.16649019646716215
0.5931703559053326,0.20961696434624294
0.619768616272444,0.5213618433323939
